,BCOM,US_2Y_TREAS,EM_AGG_USD,US_BOND_TR,HY_TR,IG_CORP_TR,SKEW,VIX,VVIX,MOVE,PUT_CALL,CDX_HY_5Y,CDX_IG_5Y,HY_OAS,MSCI_EAFE,SPY_EPS,SPY_PE,IGOV,OIL,UNEMP,ECO_SURPRISE,FCI
2018-12-24,77.2127,2.5593,1067.3361,2040.97,2826.86,2826.86,118.27,36.07,111.88,66.0443,0.79,100.602,94.912,5.3,1703.42,2755.88,19.6282,48.20505,50.47,4.6,0.047,-1.092
2018-12-26,78.2144,2.615,1065.8566,2036.14,2816.9,2816.9,116.47,30.41,97.32,63.8872,0.62,101.942,87.681,5.3,1686.69,2656.1,18.9175,48.0954,54.47,4.6,0.046,-1.454
2018-12-27,77.8029,2.5625,1067.253,2040.71,2821.77,2821.77,115.18,29.96,95.89,68.3371,0.73,101.798,89.401,5.31,1687.56,2705.57,19.2699,48.260000000000005,52.16,4.6,-0.1,-1.086
2018-12-28,77.5922,2.5161,1068.242,2041.58,2822.0,2822.0,117.26,28.34,91.24,66.6613,0.44,101.921,88.241,5.22,1712.32,2658.69,18.936,48.4063,52.2,4.6,-0.156,-1.108
2018-12-31,76.7154,2.4878,1069.1127,2046.6,2829.02,2829.02,117.8,25.42,87.11,66.5828,0.6,102.055,87.749,5.26,1719.88,2641.25,18.8117,48.522499999999994,53.8,4.4,-0.149,-1.084
2019-01-02,76.9851,2.4676,1069.7624,2049.21,2834.08,2834.08,116.06,23.22,81.66,62.8045,0.67,101.633,88.788,5.27,1708.59,2711.74,19.3139,48.33,54.91,4.4,-0.149,-0.99
2019-01-03,77.4544,2.3786,1073.7376,2060.54,2847.61,2847.61,112.22,25.45,83.8,65.7852,0.73,101.393,90.171,5.37,1710.22,2740.37,19.5178,48.59,55.95,4.4,-0.253,-0.866
2019-01-04,78.3352,2.4937,1075.7082,2050.97,2833.71,2833.71,111.44,21.38,84.44,65.8207,0.59,102.878,83.644,4.98,1736.69,2723.06,19.3945,48.555,57.06,4.4,-0.248,-1.013
2019-01-07,78.5743,2.5406,1079.6108,2050.39,2836.66,2836.66,113.56,21.4,82.74,60.8802,0.6,103.369,81.38,4.73,1752.71,2738.31,19.5031,48.75,57.33,4.4,-0.191,-0.688
2019-01-08,78.9489,2.5855,1079.3954,2047.83,2836.11,2836.11,115.3,20.47,82.41,59.045,0.63,103.825,78.62,4.57,1762.37,2755.45,19.6252,48.56505,58.72,4.4,-0.207,-0.627
2019-01-09,79.9122,2.5529,1082.2768,2047.91,2840.62,2840.62,117.01,19.98,86.62,57.0177,0.59,103.542,79.109,4.45,1785.4,2813.89,18.7739,48.835,61.44,4.4,-0.207,-0.49
2019-01-10,79.489,2.5755,1081.0953,2046.72,2837.58,2837.58,117.72,19.5,86.35,56.6493,0.65,104.022,77.11,4.45,1787.05,2806.83,18.7432,48.91185,61.68,4.4,-0.206,-0.45
2019-01-11,79.6614,2.5408,1082.033,2050.23,2843.07,2843.07,119.09,18.19,83.85,55.9434,0.77,103.915,77.521,4.44,1786.13,2781.01,18.5728,48.8525,60.48,4.4,-0.206,-0.421
2019-01-14,79.9021,2.5347,1082.5086,2049.06,2839.48,2839.48,125.2,19.07,83.01,55.3414,0.65,103.462,79.37,4.52,1779.3,2726.22,18.2069,48.89505,58.99,4.4,-0.206,-0.368
2019-01-15,80.1043,2.5347,1084.2654,2049.11,2839.66,2839.66,126.87,18.6,81.39,53.0115,0.7,103.868,76.393,4.46,1785.13,2722.18,18.176,48.754999999999995,60.64,4.4,-0.205,-0.426
2019-01-16,80.2592,2.5409,1086.0831,2048.46,2841.5,2841.5,131.66,19.04,83.34,51.9493,0.6,103.93,76.321,4.36,1784.11,2701.58,18.0389,48.68,61.32,4.4,-0.222,-0.336
2019-01-17,80.4502,2.5637,1086.4848,2048.01,2843.14,2843.14,133.02,18.06,82.79,53.4391,0.52,104.541,73.555,4.32,1782.72,2730.2,18.2307,48.61245,61.18,4.4,-0.201,-0.34
2019-01-18,81.3791,2.6139,1089.0781,2046.35,2846.88,2846.88,131.19,17.8,82.49,53.7818,0.54,104.802,72.484,4.22,1805.1,2736.27,18.2712,48.435,62.7,4.4,-0.168,-0.266
2019-01-22,80.0891,2.5869,1090.5329,2051.87,2858.09,2858.09,122.82,20.8,93.81,54.6405,0.64,104.167,75.574,4.33,1795.67,2641.89,17.647,48.4925,61.5,4.4,-0.176,-0.216
2019-01-23,80.0749,2.5829,1093.2117,2050.4,2858.67,2858.67,123.88,19.52,88.45,54.1942,0.64,104.343,74.184,4.34,1793.36,2649.93,17.7065,48.57,61.14,4.4,-0.189,-0.355
2019-01-24,80.2096,2.5642,1096.4077,2055.37,2868.0,2868.0,130.92,18.89,84.89,54.1789,0.72,104.731,74.101,4.4,1795.49,,17.7065,48.585049999999995,61.09,4.4,-0.176,-0.279
2019-01-25,81.0693,2.6063,1096.7609,2052.4,2866.01,2866.01,126.11,17.42,83.38,52.496,0.51,105.141,72.243,4.29,1813.63,2632.56,17.5905,48.81,61.64,4.4,-0.176,-0.293
2019-01-28,79.8671,2.5897,1095.548,2053.77,2867.89,2867.89,123.06,18.87,86.44,50.9512,0.76,104.902,73.138,4.33,1805.3,2673.45,17.8642,48.900000000000006,59.93,4.4,-0.173,-0.159
2019-01-29,80.5004,2.5726,1095.343,2057.54,2874.42,2874.42,121.9,19.13,86.84,49.8021,0.68,105.011,72.4,4.34,1810.73,2682.17,17.9278,48.93,61.32,4.4,-0.139,-0.222
2019-01-30,80.8822,2.5081,1095.628,2060.17,2878.5,2878.5,123.28,17.66,82.39,48.3202,0.63,105.657,69.142,4.3,1815.23,2743.79,18.3406,48.98005,61.65,4.4,-0.164,-0.203
2019-01-31,80.7252,2.4576,1103.185,2068.34,2895.56,2895.56,126.53,16.57,79.24,49.8117,0.53,106.07,66.113,4.23,1831.09,2737.76,18.2981,49.17,61.89,4.4,-0.18,-0.096
2019-02-01,80.965,2.5019,1103.453,2063.18,2891.44,2891.44,126.03,16.14,80.0,48.7887,0.6,105.893,66.861,4.16,1830.04,2760.17,18.4479,49.09,62.75,4.4,-0.201,-0.06
2019-02-04,81.1004,2.5364,1103.565,2060.87,2889.27,2889.27,128.4,15.73,77.36,48.874,0.6,106.105,65.122,4.11,1828.29,2790.37,18.6495,48.849999999999994,62.51,4.4,-0.177,0.015
2019-02-05,80.8806,2.5222,1106.559,2064.7,2897.86,2897.86,123.42,15.57,80.62,48.6212,0.56,106.308,64.202,4.02,1846.97,2700.06,18.051,48.8,61.98,4.4,-0.196,0.085
2019-02-06,80.9856,2.5243,1106.036,2064.98,2897.55,2897.55,123.72,15.38,84.99,47.4392,0.64,105.965,66.109,4.0,1843.96,,18.0536,48.65865,62.69,4.4,-0.196,0.133
2019-02-07,80.0391,2.4795,1105.448,2069.0,2901.47,2901.47,124.45,16.37,85.01,48.9702,0.7,105.617,68.498,4.16,1822.51,2695.95,17.9937,48.5982,61.63,4.4,-0.21,0.157
2019-02-08,80.0655,2.465,1104.411,2071.09,2904.81,2904.81,127.72,15.72,82.7,49.628,0.61,105.661,67.184,4.22,1804.73,2633.08,17.5758,48.6175,62.1,4.4,-0.21,0.078
2019-02-11,79.6555,2.4854,1103.172,2068.68,2901.31,2901.31,129.19,15.97,82.77,48.3198,0.6,105.614,67.84,4.15,1806.26,2637.72,17.6067,48.349999999999994,61.51,4.4,-0.21,0.115
2019-02-12,80.0973,2.5059,1104.117,2067.15,2899.28,2899.28,128.6,15.43,81.63,49.0236,0.57,106.144,64.779,4.05,1823.35,2636.78,17.6004,48.37,62.42,4.4,-0.21,0.143
2019-02-13,80.1641,2.5305,1105.596,2065.1,2897.34,2897.34,127.12,15.65,80.27,48.1677,0.57,106.026,65.2,4.02,1833.58,2651.07,17.6765,48.285,63.61,4.4,-0.21,0.224
2019-02-14,79.9611,2.4935,1106.237,2069.25,2901.84,2901.84,126.89,16.22,81.64,47.1872,0.6,105.959,64.923,4.07,1828.8,2650.54,17.673,48.39,64.57,4.4,-0.225,0.238
2019-02-15,80.9569,2.5141,1106.165,2069.13,2903.89,2903.89,129.55,14.91,80.45,45.7323,0.52,106.422,62.515,4.02,1840.1,2599.95,17.3357,48.421,66.25,4.4,-0.439,0.179
2019-02-19,81.2942,2.4872,1107.745,2072.02,2907.45,2907.45,124.68,14.88,78.64,45.0614,0.61,106.343,61.437,4.01,1858.12,2546.16,16.9754,48.575,66.45,4.4,-0.482,0.252
2019-02-20,81.6821,2.4975,1107.819,2071.32,2905.47,2905.47,123.39,14.02,75.59,44.5448,0.54,106.364,60.471,3.98,1870.03,2506.96,16.7141,48.675,67.08,4.4,-0.482,0.259
2019-02-21,81.7878,2.5286,1107.101,2067.2,2898.01,2898.01,122.42,14.46,76.64,46.5487,0.66,106.188,61.903,3.94,1867.01,2467.42,16.4504,48.58,67.07,4.4,-0.459,0.336
2019-02-22,82.1246,2.4933,1108.847,2071.35,2904.96,2904.96,121.08,13.51,74.98,47.2184,0.63,106.277,61.381,3.95,1869.15,2416.62,16.1118,48.6696,67.12,4.4,-0.459,0.357
2019-02-25,81.301,2.5058,1110.337,2070.41,2905.59,2905.59,127.67,14.85,79.35,46.1606,0.55,106.311,61.001,3.88,1876.84,2351.1,15.6749,48.644999999999996,64.76,4.4,-0.513,0.392
2019-02-26,81.2074,2.4819,1111.724,2073.92,2911.37,2911.37,125.53,15.17,80.53,46.2842,0.6,106.35,60.559,3.87,1879.39,,15.6749,48.76535,65.21,4.4,-0.472,0.351
2019-02-27,81.6096,2.498,1111.853,2068.47,2901.11,2901.11,126.44,14.7,80.37,46.7929,0.54,106.394,59.725,3.83,1879.13,2467.7,16.4523,48.745,66.39,4.4,-0.429,0.336
2019-02-28,81.3904,2.5141,1112.019,2067.14,2901.84,2901.84,128.85,14.78,80.0,47.2183,0.63,106.202,60.159,3.79,1873.72,2488.83,16.5932,48.6034,66.03,4.4,-0.412,0.383
2019-03-01,80.966,2.5526,1109.834,2063.07,2897.06,2897.06,126.97,13.57,79.27,47.9044,0.6,106.414,59.279,3.76,1878.53,2485.74,16.5726,48.48505,65.07,4.4,-0.382,0.397
2019-03-04,80.8184,2.5405,1110.078,2066.92,2904.73,2904.73,125.04,14.63,82.34,46.7423,0.67,106.318,59.823,3.78,1878.7,2506.85,16.7133,48.3275,65.67,4.4,-0.466,0.464
2019-03-05,81.1937,2.5446,1109.34,2067.21,2904.71,2904.71,126.4,14.74,82.46,45.8567,0.67,106.039,61.194,3.81,1874.98,,16.7036,48.3043,65.86,4.4,-0.492,0.41
2019-03-06,80.7408,2.5161,1110.478,2070.01,2907.98,2907.98,125.8,15.74,86.1,45.6342,0.7,105.682,62.89,3.86,1875.37,2510.03,16.7248,48.425,65.99,4.4,-0.463,0.427
2019-03-07,80.52,2.4734,1110.171,2075.77,2916.44,2916.44,123.14,16.59,88.7,45.8309,0.76,105.498,63.948,3.96,1858.11,2447.89,16.3107,48.36,66.3,4.4,-0.482,0.391
2019-03-08,80.4667,2.461,1109.536,2077.11,2916.27,2916.27,125.73,16.05,87.24,45.8253,0.75,105.505,63.637,4.04,1839.23,2531.94,16.8708,48.5,65.74,4.4,-0.489,0.308
2019-03-11,80.2569,2.4752,1111.976,2076.04,2915.11,2915.11,132.93,14.33,81.23,44.8436,0.57,106.051,59.981,3.99,1849.84,2549.69,16.989,48.5356,66.58,4.4,-0.519,0.317
2019-03-12,80.8615,2.4506,1114.723,2081.23,2925.22,2925.22,130.17,13.77,83.06,44.86,0.66,106.239,59.58,3.96,1861.69,2574.41,17.1538,48.665049999999994,66.67,4.4,-0.519,0.394
2019-03-13,81.5304,2.4648,1114.79,2080.62,2923.12,2923.12,132.57,13.41,82.76,44.5688,0.52,106.503,58.145,3.88,1869.32,2584.96,17.224,48.76745,67.55,4.4,-0.428,0.438
2019-03-14,81.3474,2.4607,1115.299,2078.05,2918.73,2918.73,130.57,13.5,82.56,45.2381,0.65,106.373,58.428,3.86,1874.7,2596.64,17.3019,48.68,67.23,4.4,-0.393,0.464
2019-03-15,81.5838,2.4378,1117.785,2081.88,2926.79,2926.79,128.76,12.88,82.94,46.054,0.57,106.464,57.927,3.88,1890.31,2596.26,17.2993,48.775000000000006,67.16,4.4,-0.393,0.45
2019-03-18,81.8765,2.4521,1119.553,2082.52,2928.49,2928.49,127.1,13.1,85.52,44.9477,0.52,106.532,57.185,3.84,1900.06,2582.61,17.2084,48.855000000000004,67.54,4.4,-0.406,0.462
2019-03-19,82.093,2.4686,1120.339,2081.83,2927.48,2927.48,123.13,13.56,87.36,43.6778,0.58,106.466,57.633,3.82,1907.49,2610.3,17.3929,48.865,67.61,4.4,-0.407,0.471
2019-03-20,82.3797,2.3961,1121.95,2089.18,2939.26,2939.26,120.59,13.91,86.63,42.5322,0.58,106.49,65.788,3.86,1896.57,2616.1,17.4315,49.07995,68.5,4.4,-0.407,0.468
2019-03-21,82.3473,2.4084,1125.246,2090.56,2942.91,2942.91,120.67,13.63,83.89,44.5137,0.51,106.699,64.507,3.8,1900.1,2635.96,17.5639,49.13665,67.86,4.4,-0.421,0.407
2019-03-22,81.7507,2.3166,1125.174,2099.93,2960.12,2960.12,117.55,16.48,98.5,52.2586,0.68,106.107,68.131,3.94,1882.97,2670.71,17.7954,49.215,67.03,4.4,-0.373,0.479
2019-03-25,81.9158,2.2416,1125.246,2104.72,2967.72,2967.72,117.6,16.33,97.2,57.1059,0.62,105.991,68.801,4.02,1866.7,,17.7954,49.33,67.21,4.4,-0.348,0.269
2019-03-26,81.9936,2.2662,1127.011,2105.84,2970.01,2970.01,117.8,14.68,89.85,56.5131,0.65,106.176,68.181,4.01,1881.34,2632.9,17.5435,49.2,67.97,4.4,-0.335,0.258
2019-03-27,81.5642,2.2,1126.266,2110.19,2977.96,2977.96,117.66,15.15,91.34,60.9728,0.69,105.968,68.344,4.02,1875.96,2638.7,17.5852,49.17,67.83,4.4,-0.335,0.37
2019-03-28,81.0873,2.2359,1125.528,2108.81,2976.93,2976.93,119.25,14.43,87.95,59.927,0.71,106.256,66.275,4.02,1865.86,2642.33,17.6094,49.045,67.82,4.4,-0.366,0.282
2019-03-29,81.0872,2.26,1127.205,2106.83,2974.53,2974.53,120.96,13.71,85.82,58.5478,0.65,106.635,63.381,3.91,1875.43,2664.76,17.7588,48.989999999999995,68.39,4.4,-0.347,0.325
2019-04-01,81.6727,2.3326,1127.3829,2098.95,2962.07,2962.07,126.77,13.4,84.93,52.6899,0.61,106.993,61.614,3.76,1896.35,2643.85,17.6195,48.89495,69.01,4.3,-0.333,0.342
2019-04-02,81.8613,2.3024,1127.606,2100.71,2965.51,2965.51,127.31,13.36,83.28,54.2056,0.57,106.818,62.17,3.77,1896.03,2640.0,17.5931,48.77505,69.37,4.3,-0.29,0.446
2019-04-03,82.1833,2.3348,1128.107,2097.33,2960.99,2960.99,125.96,13.74,84.23,53.8399,0.52,106.799,61.938,3.73,1916.71,2681.05,17.8666,48.735,69.31,4.3,-0.233,0.46
2019-04-04,82.2323,2.3369,1128.503,2098.59,2963.65,2963.65,126.23,13.58,82.15,51.6954,0.59,106.887,61.141,3.72,1909.97,2704.1,18.0202,48.8045,69.4,4.3,-0.301,0.482
2019-04-05,82.3702,2.3393,1129.181,2100.6,2968.23,2968.23,128.75,12.82,79.1,49.2196,0.59,107.074,60.038,3.68,1911.4,2706.53,18.0364,48.735,70.34,4.3,-0.279,0.477
2019-04-08,82.7739,2.3618,1128.87,2099.4,2966.81,2966.81,129.13,13.18,81.86,47.8937,0.68,107.106,60.019,3.66,1914.72,2724.87,18.1587,48.92,71.1,4.3,-0.33,0.503
2019-04-09,82.6223,2.3497,1130.225,2101.68,2972.85,2972.85,127.66,14.28,88.14,48.8314,0.58,106.915,60.754,3.67,1911.76,2737.7,18.2442,49.019999999999996,70.61,4.3,-0.33,0.488
2019-04-10,83.0616,2.3212,1130.273,2104.22,2978.46,2978.46,127.61,13.3,89.49,48.6003,0.62,107.226,59.428,3.66,1910.54,2731.61,18.2036,49.0475,71.73,4.3,-0.33,0.436
2019-04-11,82.2361,2.354,1128.633,2102.25,2977.01,2977.01,126.23,13.02,88.06,46.9,0.67,107.305,58.8,3.58,1909.6,2706.05,18.0333,48.985,70.83,4.3,-0.326,0.472
2019-04-12,82.7086,2.3914,1126.958,2098.12,2974.29,2974.29,124.22,12.01,84.98,48.8439,0.54,107.699,56.26,3.49,1915.67,2707.88,18.0455,48.92,71.55,4.3,-0.313,0.513
2019-04-15,82.3236,2.3916,1127.453,2099.2,2977.75,2977.75,127.69,12.32,84.17,47.6389,0.57,107.753,56.426,3.5,1922.22,2709.8,18.0583,48.82495,71.18,4.3,-0.317,0.618
2019-04-16,81.9654,2.4124,1127.488,2095.64,2971.72,2971.72,125.81,12.18,83.58,48.3127,0.58,107.647,57.364,3.46,1925.71,2744.73,18.291,48.78,71.72,4.3,-0.301,0.589
2019-04-17,81.6612,2.4002,1128.315,2096.13,2972.18,2972.18,125.78,12.6,85.55,48.6528,0.55,107.546,57.643,3.49,1928.1,2753.03,18.3463,48.755,71.62,4.3,-0.314,0.642
2019-04-18,81.7063,2.3802,1128.767,2099.43,2977.27,2977.27,123.6,12.09,84.41,49.228,0.62,107.627,57.494,3.54,1920.41,2745.73,18.2977,48.705,71.97,4.3,-0.293,0.633
2019-04-22,81.9569,2.3866,1128.365,2096.41,2970.51,2970.51,124.24,12.42,83.27,48.7782,0.6,107.543,57.973,3.54,1920.37,,18.4968,48.725,74.04,4.3,-0.189,0.619
2019-04-23,81.6437,2.3639,1129.671,2098.91,2975.14,2975.14,124.65,12.28,81.43,49.7852,0.59,107.699,56.827,3.54,1921.89,2779.76,18.5245,48.572500000000005,74.51,4.3,-0.2,0.639
2019-04-24,81.4341,2.3178,1129.769,2104.27,2985.37,2985.37,123.81,13.14,85.17,50.5232,0.6,107.44,58.148,3.55,1917.35,2784.7,18.5574,48.576,74.57,4.3,-0.2,0.644
2019-04-25,81.2183,2.3319,1127.632,2103.51,2983.81,2983.81,124.18,13.25,86.94,49.7858,0.57,107.363,58.621,3.56,1910.87,2774.88,18.4909,48.3581,74.35,4.3,-0.212,0.579
2019-04-26,80.7614,2.2821,1129.554,2107.33,2990.57,2990.57,126.29,12.73,84.12,49.4279,0.63,107.681,57.146,3.59,1915.66,2792.67,18.6094,48.510000000000005,72.15,4.3,-0.186,0.583
2019-04-29,80.5356,2.2922,1130.205,2104.12,2984.94,2984.94,125.79,13.11,86.08,48.0523,0.61,107.576,57.745,3.56,1916.38,2796.11,18.0868,48.47,72.04,4.3,-0.182,0.6
2019-04-30,80.5738,2.2661,1131.685,2107.37,2990.68,2990.68,126.47,13.12,88.56,49.4711,0.65,107.69,57.401,3.58,1921.49,2793.9,18.069,48.644949999999994,72.8,4.3,-0.251,0.598
2019-05-01,80.4241,2.3044,1132.309,2107.92,2991.69,2991.69,125.32,14.8,95.75,46.7453,0.63,107.413,58.925,3.53,1925.83,2792.38,18.0627,48.78495,72.18,4.3,-0.227,0.6
2019-05-02,79.6998,2.3448,1131.032,2103.15,2980.84,2980.84,124.59,14.42,93.02,46.7165,0.64,107.399,58.859,3.55,1911.66,2784.49,18.0204,48.57005,70.75,4.3,-0.282,0.513
2019-05-03,79.8386,2.333,1132.775,2106.01,2985.85,2985.85,122.22,12.87,86.23,45.7821,0.52,107.66,57.624,3.54,1918.81,2803.69,18.1504,48.59,70.85,4.3,-0.277,0.549
2019-05-06,79.4748,2.2904,1133.458,2109.0,2989.2,2989.2,123.23,15.44,94.85,47.8193,0.63,107.483,58.589,3.59,1905.85,2792.81,18.0989,48.615,71.24,4.3,-0.277,0.63
2019-05-07,78.9692,2.2844,1133.798,2113.35,2996.96,2996.96,116.88,19.32,111.54,52.3609,0.68,107.04,60.883,3.68,1885.82,2789.65,18.0779,48.7226,69.88,4.3,-0.23,0.492
2019-05-08,79.0004,2.2966,1132.6951,2110.15,2989.57,2989.57,117.79,19.4,106.48,51.3087,0.66,106.812,62.229,3.67,1881.09,2771.45,17.9601,48.7715,70.37,4.3,-0.23,0.31
2019-05-09,78.56,2.258,1131.777,2111.74,2989.75,2989.75,117.68,19.1,102.92,54.7235,0.7,106.583,63.053,3.78,1860.04,2748.93,17.8169,48.864999999999995,70.39,4.3,-0.256,0.332
2019-05-10,78.6618,2.2661,1132.457,2112.58,2989.98,2989.98,118.54,16.04,96.01,53.4923,0.8,107.006,60.607,3.82,1865.1,2743.07,17.7788,48.81,70.62,4.3,-0.256,0.294
2019-05-13,78.3414,2.1884,1131.131,2117.4,2995.22,2995.22,119.36,20.55,105.6,57.8938,0.79,105.995,65.604,3.99,1848.88,2783.3,18.0396,48.93,70.23,4.3,-0.256,0.444
2019-05-14,79.3386,2.1965,1131.325,2116.58,2994.03,2994.03,119.95,18.06,97.26,55.3462,0.7,106.319,63.39,3.96,1851.39,2791.52,18.0929,48.815,71.24,4.3,-0.256,0.158
2019-05-15,79.6536,2.1596,1132.944,2120.83,3001.6,3001.6,120.87,16.44,94.53,57.4009,0.77,106.25,63.459,4.01,1860.52,2810.92,18.2186,48.85,71.77,4.3,-0.256,0.281
2019-05-16,80.303,2.1922,1133.541,2118.41,2999.26,2999.26,121.09,15.29,94.23,56.9754,0.66,106.558,62.288,3.92,1868.61,2808.48,18.2211,48.799350000000004,72.62,4.3,-0.235,0.346
2019-05-17,79.7043,2.1981,1132.994,2119.58,3001.26,3001.26,118.69,15.96,99.12,56.9732,0.81,106.397,63.4,3.93,1865.83,2822.48,18.312,48.775000000000006,72.21,4.3,-0.201,0.432
2019-05-20,79.9291,2.2208,1132.825,2117.52,2996.91,2996.91,115.25,16.31,96.83,56.5504,0.65,106.219,64.064,3.89,1858.28,2832.94,18.4083,48.635,71.97,4.3,-0.201,0.384
2019-05-21,79.7764,2.2538,1134.306,2116.17,2994.52,2994.52,117.17,14.95,92.38,55.3473,0.57,106.486,62.903,3.85,1861.58,2832.57,18.4058,48.58495,72.18,4.3,-0.181,0.373
2019-05-22,78.9523,2.2227,1135.024,2119.15,2998.64,2998.64,115.42,14.75,89.3,54.9586,0.72,106.281,63.346,3.88,1857.58,2824.23,18.3516,48.675,70.99,4.3,-0.181,0.442
2019-05-23,77.9647,2.146,1135.244,2128.75,3011.74,3011.74,114.71,16.92,94.98,61.0665,0.8,105.823,65.026,3.98,1839.56,2854.88,18.5507,48.795,67.76,4.3,-0.204,0.42
2019-05-24,78.7052,2.1641,1135.167,2125.2,3005.59,3005.59,114.12,15.85,90.19,60.5383,0.76,105.873,64.75,3.93,1853.26,2800.71,18.2006,49.07,68.69,4.3,-0.219,0.267
2019-05-28,79.3859,2.1244,1137.063,2131.17,3015.5,3015.5,112.58,17.5,95.08,61.7682,0.68,105.476,66.605,4.0,1853.45,2818.46,18.3159,49.040000000000006,70.11,4.3,-0.228,0.312
2019-05-29,79.3883,2.109,1137.234,2133.62,3014.78,3014.78,111.93,17.9,93.83,63.1556,0.63,105.264,67.209,4.14,1828.23,2805.37,18.2304,49.010000000000005,69.45,4.3,-0.252,0.204
2019-05-30,79.0979,2.0609,1138.443,2135.92,3022.01,3022.01,112.68,17.3,92.78,61.7429,0.64,105.238,66.719,4.12,1825.98,2815.44,18.2958,48.98145,66.87,4.3,-0.232,0.189
2019-05-31,77.7043,1.9221,1138.648,2144.78,3033.54,3033.54,112.65,18.71,96.72,72.681,0.83,104.527,70.189,4.33,1817.39,2834.4,18.419,49.315,64.49,4.4,-0.263,0.216
2019-06-03,77.4592,1.8317,1139.883,2151.48,3043.27,3043.27,112.32,18.86,96.03,73.5574,0.67,104.428,69.735,4.43,1824.43,2867.19,18.6293,49.61,61.28,4.4,-0.244,0.03
2019-06-04,77.7057,1.8834,1141.685,2147.08,3036.46,3036.46,112.74,16.97,88.93,75.2595,0.67,105.314,65.449,4.28,1834.96,2867.24,18.6282,49.745000000000005,61.97,4.4,-0.257,-0.045
2019-06-05,76.4862,1.8569,1144.808,2146.85,3036.62,3036.62,112.91,16.09,86.72,77.6396,0.64,105.367,64.096,4.24,1853.37,2873.4,18.6683,49.856700000000004,60.63,4.4,-0.249,0.168
2019-06-06,77.1058,1.8787,1145.944,2146.82,3037.7,3037.7,113.89,15.93,84.84,73.4193,0.66,105.635,63.74,4.2,1854.18,2879.39,18.7072,49.945049999999995,61.67,4.4,-0.309,0.248
2019-06-07,77.148,1.8494,1148.74,2152.48,3049.92,3049.92,114.67,16.3,86.0,68.6928,0.51,105.864,62.21,4.07,1875.62,2892.74,18.7939,50.31995,63.29,4.4,-0.315,0.248
2019-06-10,77.0245,1.9036,1150.419,2147.64,3044.39,3044.39,114.38,15.94,83.86,65.6237,0.57,106.249,60.301,3.93,1880.58,2895.77,18.8136,50.06885,62.29,4.4,-0.315,0.193
2019-06-11,77.4684,1.9297,1151.448,2148.33,3045.95,3045.95,113.81,15.99,84.95,64.9288,0.65,106.535,60.073,3.89,1893.42,2878.2,18.6994,50.11,62.29,4.4,-0.315,0.319
2019-06-12,77.0809,1.8786,1152.719,2149.63,3046.17,3046.17,114.66,15.91,86.2,68.4258,0.77,106.205,61.544,3.96,1886.68,2888.21,18.7645,50.04,59.97,4.4,-0.315,0.302
2019-06-13,77.6085,1.8357,1153.37,2153.77,3053.88,3053.88,113.33,15.82,84.73,75.7382,0.63,106.478,60.368,3.95,1879.37,2888.32,18.7652,50.11,61.31,4.4,-0.329,0.23
2019-06-14,77.8285,1.8405,1152.935,2152.94,3053.7,3053.7,113.16,15.28,82.57,80.8203,0.63,106.262,61.451,3.95,1870.17,2907.41,18.8892,49.955,62.01,4.4,-0.341,0.169
2019-06-17,77.7867,1.8687,1153.13,2154.11,3057.12,3057.12,115.3,15.35,83.48,76.8751,0.72,106.188,60.504,3.92,1865.87,2905.58,18.8773,49.86,60.94,4.4,-0.242,0.206
2019-06-18,78.2444,1.8643,1157.593,2158.22,3067.55,3067.55,116.21,15.15,87.37,76.7365,0.55,106.921,57.568,3.87,1881.97,2907.06,18.8869,50.0175,62.14,4.4,-0.339,0.258
2019-06-19,77.7705,1.7351,1161.1,2163.72,3077.15,3077.15,115.93,14.33,84.58,71.3661,0.61,107.383,55.263,3.84,1897.69,2900.45,18.844,50.145,61.82,4.4,-0.339,0.314
2019-06-20,79.1627,1.7775,1168.521,2169.03,3092.89,3092.89,119.23,14.75,81.21,72.3657,0.52,107.81,53.77,3.54,1918.39,2905.03,18.8738,50.56,64.45,4.4,-0.32,0.253
2019-06-21,78.8373,1.7678,1164.885,2162.42,3085.42,3085.42,118.46,15.4,83.14,74.6269,0.53,107.619,55.459,3.61,1911.18,,18.8738,50.705,65.2,4.4,-0.348,0.284
2019-06-24,79.4779,1.7324,1166.195,2168.38,3100.14,3100.14,117.09,15.26,82.59,73.7603,0.59,107.483,55.604,3.62,1918.87,2907.97,18.8929,50.875,64.86,4.4,-0.341,0.233
2019-06-25,79.8384,1.7318,1166.104,2170.18,3101.03,3101.03,116.83,16.28,85.16,74.2246,0.63,107.032,58.194,3.78,1917.07,2933.68,19.0599,50.885000000000005,65.05,4.4,-0.335,0.239
2019-06-26,80.1435,1.7689,1164.868,2164.67,3091.31,3091.31,117.16,16.21,85.39,73.7344,0.67,107.191,57.325,3.74,1907.58,2927.25,19.0181,50.705,66.49,4.4,-0.39,0.216
2019-06-27,80.186,1.7449,1167.468,2170.54,3103.19,3103.19,117.5,15.82,86.52,69.9154,0.58,107.445,55.748,3.81,1913.83,2926.17,19.0111,50.64,66.55,4.4,-0.404,0.277
2019-06-28,79.653,1.7549,1169.483,2171.71,3107.73,3107.73,118.12,15.08,85.78,70.4339,0.55,107.635,54.149,3.77,1922.3,2939.88,19.1002,50.769999999999996,66.55,4.4,-0.412,0.266
